,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ018648,0.22792634,0.14685974,0.26915905,0.008207099,0.06961109,0.0437033,0.18901315,0.04552017
ZJ018649,0.39009878,0.034387637,0.15006004,0.15501231,0.04331852,0.006283971,0.021054452,0.19978423
ZJ018650,0.24780796,0.11754663,0.25751606,0.009202395,0.042105325,0.021116853,0.16728671,0.1374181
ZJ018651,0.22500789,0.029697437,0.33621836,0.12755829,0.040218927,0.041626938,0.027735729,0.17193645
ZJ018652,0.22188039,0.027069228,0.29641503,0.20716852,0.03387424,0.029778041,0.030970281,0.1528443
ZJ018653,0.18212217,0.021339733,0.23156409,0.042727936,0.27179477,0.15880218,0.025635358,0.06601386
ZJ018654,0.09496737,0.0068157073,0.09660251,0.2513956,0.04544714,0.013096673,0.0039242865,0.4877507
ZJ018655,0.06308914,0.12092979,0.19967887,0.0077418056,0.05974322,0.41805026,0.07244969,0.058317296
ZJ018656,0.37515044,0.059660584,0.20944214,0.010337984,0.015316591,0.0037543636,0.08039627,0.2459416
ZJ018657,0.15003905,0.0650265,0.44314364,0.006496685,0.037222628,0.04594158,0.19511496,0.05701495
ZJ018658,0.31648043,0.13993149,0.17885552,0.008614631,0.024116311,0.008710689,0.21964411,0.10364687
ZJ018659,0.36073256,0.0665971,0.105049364,0.0047860513,0.0380789,0.008551925,0.40137547,0.01482866
ZJ018660,0.31049424,0.15976982,0.18820898,0.011656138,0.035542462,0.013840332,0.19054323,0.08994479
ZJ018661,0.46911156,0.13489686,0.04704475,0.0011043504,0.024483468,0.0029229198,0.3048221,0.015614065
ZJ018662,0.12037944,0.07860775,0.33676958,0.014878445,0.060857736,0.20781463,0.123497896,0.057194598
ZJ018663,0.27601832,0.03540537,0.27297553,0.091148265,0.15881957,0.09554953,0.04559553,0.024487853
ZJ018664,0.26144984,0.24476472,0.13433734,0.014818054,0.057253134,0.040261302,0.18443288,0.06268278
ZJ018665,0.2510708,0.12394943,0.2558129,0.0040977336,0.02419888,0.018638127,0.27302313,0.04920895
ZJ018666,0.26623973,0.15760887,0.16593489,0.015392992,0.04604363,0.019704785,0.22635421,0.10272095
ZJ018667,0.22725354,0.0908731,0.06623505,0.0008075377,0.027759789,0.0055641755,0.5729122,0.008594609
ZJ018668,0.45554575,0.08449936,0.077215895,0.0019480438,0.068917714,0.0079387985,0.28423274,0.019701716
ZJ018669,0.20732942,0.18503141,0.14500575,0.002615373,0.015601573,0.008706291,0.4099132,0.025796987
ZJ018670,0.2006653,0.021900976,0.25022474,0.1965799,0.08003921,0.048596635,0.014860511,0.18713276
ZJ018671,0.3580892,0.06990991,0.13110256,0.036066685,0.28308323,0.03509364,0.057235412,0.029419322
ZJ018672,0.1168049,0.09795613,0.32961223,0.011053105,0.11399427,0.10862616,0.11777238,0.104180835
ZJ018673,0.21786754,0.11453057,0.19259739,0.0018264628,0.017734716,0.013574617,0.40912798,0.032740712
ZJ018674,8.2118575e-05,0.00012907626,0.003134989,0.0003007106,0.0030172523,0.9931594,7.219134e-05,0.00010420128
ZJ018675,0.531692,0.16010304,0.08496098,0.013473509,0.05419727,0.0070722094,0.09205077,0.056450147
ZJ018676,0.03042472,0.00088493904,0.04413262,0.829475,0.0036567866,0.0025223119,0.00075876457,0.088144906
ZJ018677,0.2675275,0.20349737,0.0815264,0.0014786526,0.023237111,0.0055511747,0.4018011,0.01538072
ZJ018678,0.14101247,0.3006236,0.11933884,0.0014606635,0.013056937,0.008858847,0.38563508,0.030013554
ZJ018679,0.15617213,0.4246876,0.10923699,0.001904297,0.011237636,0.0059354184,0.21290411,0.077921756
ZJ018680,0.19946007,0.033983186,0.17068185,0.07840118,0.03678863,0.010739921,0.02209236,0.4478528
ZJ018681,0.2231486,0.13202591,0.11015628,0.001833738,0.027237589,0.010321546,0.47944272,0.015833678
ZJ018682,0.24063204,0.3857902,0.081604086,0.0015818488,0.008095663,0.0024806703,0.23485045,0.044965
ZJ018683,0.1977704,0.19874775,0.18902212,0.0020457208,0.011360635,0.0060791327,0.36328924,0.031685017
ZJ018684,0.20191608,0.11348122,0.17354839,0.004556113,0.022965416,0.010207503,0.44181478,0.03151062
ZJ018685,0.6727454,0.09163959,0.03085171,0.0010292111,0.035593778,0.0014184146,0.15270892,0.014012966
ZJ018686,0.10785586,0.05577269,0.36868024,0.0020621195,0.03453557,0.08826235,0.3336015,0.009229694
ZJ018687,0.3941933,0.040978495,0.1331036,0.09563759,0.1491747,0.01786473,0.030377977,0.13866965
ZJ018688,0.19357744,0.08315826,0.28420195,0.030303614,0.060417842,0.05039934,0.17065905,0.12728247
ZJ018689,0.29292187,0.025980106,0.29343742,0.09372309,0.15115166,0.07584477,0.030505273,0.03643589
ZJ018690,0.25155926,0.19238468,0.17421049,0.0060185455,0.07480755,0.03127536,0.23143809,0.03830601
ZJ018691,0.120617054,0.05103536,0.4771348,0.0049632126,0.024332665,0.067327365,0.22826152,0.026328076
ZJ018692,0.20965141,0.027554594,0.24102087,0.21286026,0.03729051,0.022739766,0.016732948,0.23214962
ZJ018693,0.117827006,0.015475468,0.14547904,0.34951302,0.04576648,0.021932686,0.008965666,0.29504067
ZJ018694,0.20417531,0.08888631,0.2781465,0.027455177,0.06006171,0.043699794,0.16266394,0.13491133
ZJ018695,0.39907724,0.1039789,0.15915124,0.01193212,0.04980977,0.016859645,0.22353825,0.03565286
ZJ018696,0.4010439,0.043375652,0.13976151,0.045861,0.2614298,0.03064652,0.043809697,0.034071885
ZJ018697,0.22781123,0.021036267,0.29505798,0.14131865,0.07029294,0.051114656,0.028398026,0.1649703
ZJ018698,0.0059644566,0.005256203,0.06928627,0.0020538212,0.025590232,0.8817969,0.0065912497,0.003460828
ZJ018699,0.21080668,0.045224406,0.31220952,0.15321064,0.04565796,0.05253764,0.038450193,0.14190298
ZJ018700,0.029193725,0.051863194,0.27013618,0.008722729,0.05916449,0.5076076,0.046207935,0.027104223
ZJ018701,0.26920882,0.11025268,0.23329423,0.0027414788,0.044124644,0.014176249,0.28188208,0.04431981
ZJ018702,0.20010085,0.07753465,0.22897847,0.0027414723,0.02281658,0.016180765,0.42985737,0.021789799
ZJ018703,0.24366635,0.07501612,0.32427487,0.019727947,0.037874352,0.08604328,0.1620106,0.05138655
ZJ018704,0.37358275,0.20359425,0.08103364,0.0027166735,0.03252192,0.0058675646,0.27418947,0.0264937
ZJ018705,0.18487091,0.021772835,0.34357992,0.1812679,0.059001017,0.09032019,0.020657564,0.098529615
ZJ018706,0.039733414,0.0016845656,0.059016354,0.80749035,0.010451325,0.0068299193,0.0008930311,0.073901
ZJ018707,0.27680957,0.17903583,0.063868776,0.0010189571,0.013365791,0.0027001635,0.44717097,0.016029932
ZJ018708,0.11133674,0.19079812,0.24918388,0.0022582987,0.023648709,0.054241564,0.33619303,0.03233974
ZJ018709,0.33656248,0.08616876,0.26686057,0.0032108983,0.08290942,0.03076177,0.16807638,0.02544965
ZJ018710,0.30480808,0.05006416,0.2533163,0.04939849,0.17896484,0.043577753,0.059934646,0.059935745
ZJ018711,0.32684332,0.23743634,0.07598888,0.0020116288,0.02534667,0.0032093558,0.30237278,0.026791034
ZJ018712,0.13778622,0.10889857,0.29150516,0.005173632,0.05792629,0.15616107,0.20041332,0.042135786
ZJ018713,0.18038704,0.021740803,0.2310818,0.15922421,0.06880915,0.019914204,0.015849262,0.30299366
ZJ018714,0.267829,0.3047129,0.08391302,0.0022717793,0.019617494,0.0045928424,0.2827413,0.034321655
ZJ018715,0.06475494,0.005497083,0.17003764,0.6233124,0.028753635,0.022758683,0.0047325767,0.080153026
ZJ018716,0.5201686,0.10305841,0.04912258,0.0008335954,0.02012407,0.0017241263,0.29231405,0.012654556
ZJ018717,0.09816187,0.09131439,0.2954893,0.0057057342,0.12378527,0.23401324,0.108896755,0.042633485
ZJ018718,0.22883795,0.022012154,0.28915778,0.15150003,0.06343188,0.040634,0.030359853,0.17406629
ZJ018719,0.18800755,0.13345301,0.20604013,0.0032146263,0.01269861,0.00891049,0.39527047,0.052405156
ZJ018720,0.20020634,0.097669624,0.35247687,0.01029584,0.061831947,0.029749215,0.12968268,0.11808754
ZJ018721,0.39934963,0.16740747,0.13659327,0.012526149,0.0714238,0.014682521,0.11498727,0.08302988
ZJ018722,0.44171646,0.031325776,0.20378135,0.12104156,0.09400222,0.0351352,0.04088182,0.032115642
ZJ018723,0.13456285,0.07858269,0.29725847,0.0028244813,0.0138061885,0.020064145,0.40081468,0.052086573
ZJ018724,0.2238464,0.05363243,0.33858827,0.13037561,0.0584314,0.04526169,0.06173869,0.08812552
ZJ018725,0.22065587,0.12299613,0.22556828,0.010717083,0.10169641,0.07892276,0.15037237,0.0890712
ZJ018726,0.26738364,0.028818866,0.11504574,0.26802713,0.09307281,0.014286527,0.013506721,0.19985859
ZJ018727,0.18423137,0.020188002,0.28367865,0.29274577,0.031463787,0.030929582,0.019859865,0.13690294
ZJ018728,0.14420837,0.018517597,0.2720535,0.19551031,0.12715897,0.16261266,0.0153171,0.06462147
ZJ018729,0.43771768,0.051778805,0.17068534,0.06682717,0.13203263,0.033645406,0.06517842,0.04213454
ZJ018730,0.100127704,0.27481437,0.23322248,0.0018510489,0.0236908,0.033008557,0.29907414,0.034210913
ZJ018731,0.2835035,0.03682598,0.20761994,0.06254845,0.25860363,0.08067979,0.029315544,0.040903103
ZJ018732,0.38465893,0.12398709,0.18852934,0.0033674329,0.01663511,0.0054900264,0.2272495,0.05008266
ZJ018733,0.2549305,0.10303414,0.22251664,0.005038124,0.02097598,0.009130752,0.33282158,0.05155222
ZJ018734,0.40037656,0.13617481,0.07054925,0.0012463547,0.01752307,0.003858393,0.34864685,0.021624627
ZJ018735,0.31695798,0.26582667,0.05079714,0.0014287075,0.01903065,0.0036997665,0.32041875,0.021840304
ZJ018736,0.3261328,0.10553013,0.18237239,0.009315261,0.031346332,0.013594372,0.2634314,0.06827726
ZJ018737,0.10585379,0.025372999,0.3527345,0.043318886,0.15439461,0.2559625,0.022640128,0.039722558
ZJ018738,0.19019164,0.19053818,0.21996348,0.0023005737,0.008859296,0.0068059056,0.332486,0.048854947
ZJ018739,0.21890254,0.13523264,0.20374495,0.01316372,0.072723664,0.1051652,0.21020257,0.040864643
ZJ018740,0.05823979,0.026468145,0.32815936,0.006520106,0.034566116,0.46208602,0.07386269,0.010097758
ZJ018741,0.47867802,0.15756139,0.1174191,0.008167649,0.054444116,0.007421302,0.08341014,0.09289835
ZJ018742,0.052541323,0.018900333,0.10858842,0.019434614,0.29816818,0.46096644,0.017586913,0.023813842
ZJ018743,0.32825753,0.09873312,0.14740637,0.001645203,0.055986684,0.01157465,0.3346479,0.021748595
ZJ018744,0.19050904,0.04284367,0.32617036,0.16238911,0.04336653,0.063382685,0.04069272,0.13064596
ZJ018745,0.34221864,0.068836436,0.1811437,0.043809563,0.029408785,0.0074669085,0.091749944,0.23536602
ZJ018746,0.19617184,0.19733997,0.23999463,0.0052183843,0.042029098,0.042980466,0.23374043,0.04252518
ZJ018747,0.36901915,0.034066517,0.27346036,0.029381655,0.118446015,0.038014702,0.030677635,0.10693395
ZJ018748,0.099334076,0.0047257557,0.12237617,0.6036658,0.021234188,0.019624904,0.00365533,0.12538378
ZJ018749,0.18528463,0.014270926,0.34035563,0.16445518,0.046833385,0.03359339,0.015958622,0.19924825
ZJ018750,0.45371392,0.15673923,0.07125752,0.00203307,0.04079692,0.004333032,0.2492156,0.021910777
ZJ018751,0.13861577,0.09598335,0.2955273,0.012656234,0.059191525,0.061112706,0.18789895,0.14901415
ZJ018752,0.085362054,0.14015505,0.20060602,0.0057597207,0.041675184,0.16936757,0.33716103,0.01991337
ZJ018753,0.102362536,0.042729504,0.1922686,0.021562295,0.25629684,0.30250925,0.04006725,0.04220374
ZJ018754,0.19974983,0.24829122,0.119514324,0.0030761554,0.011858551,0.0050060335,0.32886776,0.08363604
ZJ018755,0.36961997,0.14989185,0.113682,0.009706846,0.016982358,0.004901878,0.29329413,0.041921
ZJ018756,0.13000415,0.0079491185,0.31545696,0.11781648,0.039247148,0.051176418,0.0071240943,0.3312256
ZJ018757,0.20289801,0.20242813,0.24004789,0.0059491936,0.045792244,0.06946658,0.2097057,0.023712214
ZJ018758,0.14763911,0.008788701,0.20683843,0.33800825,0.075982094,0.032708973,0.006572183,0.18346226
ZJ018759,0.054109845,0.024451865,0.16806708,0.006880856,0.16866207,0.5072053,0.052912172,0.01771076
ZJ018760,0.23741366,0.041525714,0.2330953,0.09202926,0.050819725,0.02417,0.025262848,0.29568353
ZJ018761,0.2495111,0.08109566,0.3011626,0.014649325,0.03846809,0.047228374,0.21635315,0.05153171
ZJ018762,0.2567603,0.20703381,0.12756936,0.006886752,0.024973307,0.014037143,0.3255722,0.0371671
ZJ018763,0.1268342,0.015235543,0.37245405,0.11646624,0.08159747,0.12171456,0.013458923,0.15223907
ZJ018764,0.40807784,0.10858164,0.21759343,0.0056690746,0.02038341,0.005432314,0.15843728,0.07582501
ZJ018765,0.036556166,0.02312091,0.19840837,0.017714255,0.05925438,0.5910183,0.027466528,0.046461053
ZJ018766,0.19196826,0.03794113,0.49028352,0.027103217,0.017210225,0.03216175,0.1346516,0.068680294
ZJ018767,0.19049464,0.01978556,0.24640115,0.19117136,0.0633552,0.03308791,0.022530198,0.23317401
ZJ018768,0.30412278,0.1415646,0.13078555,0.0013930667,0.01674753,0.008495795,0.37812126,0.018769354
ZJ018769,0.16516428,0.1286425,0.3092733,0.0048968527,0.033285458,0.06440915,0.24368393,0.05064452
ZJ018770,0.0004584663,0.0003581782,0.009968632,0.0028923203,0.012647885,0.9731986,0.00016247213,0.00031354142
ZJ018771,0.00576394,0.0048095384,0.03821728,0.007868802,0.07358337,0.8634293,0.0016994019,0.0046283165
ZJ018772,0.5644774,0.05629526,0.14549235,0.008525256,0.012144594,0.0017906405,0.07094779,0.14032674
ZJ018773,0.22710995,0.07132431,0.16389969,0.0023757273,0.015426539,0.0070007243,0.49760285,0.015260191
ZJ018774,0.23522702,0.36305675,0.08829263,0.0036199084,0.04667666,0.010939201,0.22180016,0.030387586
ZJ018775,0.023090728,0.011750551,0.14635836,0.0077015823,0.062678635,0.7129385,0.022165295,0.013316405
ZJ018776,0.2577892,0.1972181,0.13113303,0.0041122604,0.14465521,0.034197293,0.16725479,0.06364013
ZJ018777,0.33652353,0.12464416,0.061986957,0.0013423904,0.017741773,0.0020929612,0.44017303,0.015495224
ZJ018778,0.15283342,0.0531551,0.06301957,0.00035885986,0.008407547,0.0030364299,0.71563727,0.0035518
ZJ018779,0.06604375,0.10636313,0.18517171,0.008262643,0.054079473,0.45741096,0.06668985,0.05597837
ZJ018780,0.22291782,0.041489575,0.16076338,0.00081968855,0.008843692,0.004027529,0.54892105,0.0122172395
ZJ018781,0.19007222,0.14726734,0.24696793,0.0035678907,0.010828965,0.010326449,0.31902188,0.071947284
ZJ018782,0.34757784,0.034274288,0.2172907,0.1633698,0.093354486,0.047375016,0.053586073,0.0431718
ZJ018783,0.36227146,0.11340096,0.24665724,0.003939854,0.018313609,0.0062220474,0.18128902,0.067905836
ZJ018784,0.070535004,0.061912652,0.34571853,0.011625826,0.19380671,0.2015424,0.054787718,0.060071114
ZJ018785,0.13144815,0.3268955,0.051037047,0.00057583733,0.014200555,0.0039441944,0.45518094,0.016717754
ZJ018786,0.14410548,0.30472884,0.15559372,0.007907924,0.06780962,0.055231012,0.22777516,0.036848277
ZJ018787,0.2583638,0.07039353,0.21001212,0.009784183,0.08212315,0.03508425,0.2621883,0.07205069
ZJ018788,0.18861769,0.012876787,0.27609918,0.17847887,0.024401842,0.01792099,0.023751441,0.27785322
ZJ018789,0.3267941,0.09126079,0.15409672,0.02017178,0.07745792,0.024916036,0.27280504,0.03249769
ZJ018790,0.02597511,0.041814078,0.15536919,0.0040484346,0.034643117,0.6615248,0.046605017,0.03002031
ZJ018791,0.33686054,0.03447423,0.29766992,0.101723105,0.08545457,0.053162433,0.05192221,0.038732983
ZJ018792,0.34717694,0.14711827,0.059331555,0.00083640136,0.009565016,0.002243958,0.4198255,0.013902421
ZJ018793,0.08733976,0.011397247,0.42731142,0.116468,0.06022879,0.20852926,0.014549988,0.07417546
ZJ018794,0.084995985,0.0079450365,0.4796266,0.09183325,0.10029896,0.12876886,0.012243134,0.09428817
ZJ018795,0.33561704,0.053222537,0.18444656,0.062445186,0.035212453,0.010066715,0.042465,0.27652445
ZJ018796,0.24818648,0.057700027,0.27444106,0.052541178,0.10803048,0.036651008,0.07014099,0.1523087
ZJ018797,0.20769,0.08360603,0.29179344,0.0034701142,0.018653506,0.019315772,0.3347062,0.040764965
ZJ018798,0.0044133645,0.008432308,0.04209743,0.0021628353,0.036698543,0.897535,0.0050042127,0.0036562772
ZJ018799,0.33426425,0.049679212,0.23011282,0.07729876,0.15147698,0.069588594,0.0617728,0.025806557
ZJ018800,0.10670755,0.0045689917,0.12648958,0.5027991,0.06440687,0.019522112,0.003240149,0.17226565
ZJ018801,0.0022066827,0.004038681,0.029228555,0.001656347,0.019765863,0.93791306,0.0028002309,0.0023905095
ZJ018802,0.0501473,0.090858,0.18658558,0.010195721,0.052720003,0.48767403,0.06674802,0.05507128
ZJ018803,0.3975047,0.21282125,0.07547549,0.0023650958,0.036471713,0.008718134,0.22494791,0.04169575
ZJ018804,0.0547554,0.038130116,0.23085362,0.014072315,0.06819329,0.5051505,0.041012682,0.04783214
ZJ018805,0.13717821,0.0076832087,0.33837909,0.18813528,0.09148474,0.08652645,0.007193717,0.14341936
ZJ018806,0.11465129,0.27488706,0.24025226,0.008126895,0.043101907,0.11458566,0.16317853,0.041216485
ZJ018807,0.16392052,0.13546738,0.26489836,0.006012589,0.023357756,0.019411007,0.32646984,0.060462575
ZJ018808,0.18800499,0.044990107,0.29084188,0.06318564,0.16180912,0.06841891,0.02677747,0.1559719
ZJ018809,0.1629474,0.029788343,0.1461579,0.080864094,0.03543154,0.008476054,0.016868949,0.5194657
ZJ018810,0.19112772,0.13587995,0.15435834,0.0028334444,0.019008186,0.00791592,0.44965178,0.039224733
ZJ018811,0.24153814,0.15715595,0.23463833,0.0067485166,0.0522228,0.027565671,0.19716847,0.082962215
ZJ018812,0.39093846,0.025888318,0.15036786,0.12023244,0.05646462,0.0067660967,0.01836169,0.23098053
ZJ018813,0.032545887,0.007445431,0.26591069,0.1831591,0.07262299,0.34794205,0.0072308895,0.08314302
ZJ018814,0.1592793,0.033311848,0.17710543,0.0036619478,0.035328835,0.064559564,0.5217927,0.004960411
ZJ018815,0.00033054786,0.0009514873,0.00699899,0.0024831102,0.0074380613,0.9806517,0.0001682301,0.000977926
ZJ018816,0.30862403,0.12129568,0.20974843,0.004471264,0.023638055,0.026237218,0.2649947,0.04099065
ZJ018817,0.3811834,0.024348933,0.18408966,0.20080873,0.100609526,0.041480776,0.031031806,0.036447138
ZJ018818,0.12055031,0.033821095,0.1426355,0.014148108,0.39902672,0.21501286,0.034144912,0.040660422
ZJ018819,0.06522271,0.0949211,0.18896194,0.007232269,0.0609706,0.47896612,0.05952287,0.044202376
ZJ018820,0.42265406,0.17848615,0.08588269,0.0026298054,0.05965072,0.0071444595,0.21364804,0.029904108
ZJ018821,0.29405203,0.08128346,0.22675577,0.00195752,0.011621923,0.010353551,0.34589288,0.028082814
ZJ018822,0.33162963,0.13962398,0.1741386,0.011237651,0.03156981,0.011690513,0.22334562,0.07676425
ZJ018823,0.15257388,0.12804167,0.3293072,0.004306519,0.03356333,0.10094063,0.21964622,0.031620704
ZJ018824,0.08114325,0.15235779,0.18958108,0.009366989,0.13299882,0.30713746,0.09343048,0.0339841
ZJ018825,0.19753791,0.04849581,0.44961324,0.013651983,0.047128364,0.078083836,0.115327984,0.05016083
ZJ018826,0.32230714,0.2792963,0.09918079,0.008206312,0.03917782,0.010093358,0.17585167,0.065886565
ZJ018827,0.0018948317,0.004103371,0.025154714,0.0016163224,0.021113131,0.9416963,0.0023800125,0.0020413192
ZJ018828,0.124846414,0.008086074,0.29201055,0.15194586,0.12660812,0.23368104,0.009442744,0.05337918
ZJ018829,0.2843893,0.088491105,0.22897993,0.0017394616,0.014386811,0.0056113224,0.337363,0.03903905
ZJ018830,0.1911687,0.13832736,0.21083014,0.006630256,0.028010756,0.017374754,0.32852134,0.07913667
ZJ018831,0.30968785,0.12640095,0.20076025,0.012794196,0.040102504,0.01760611,0.21461816,0.07802999
ZJ018832,0.31035054,0.14100383,0.20117296,0.007699078,0.069327876,0.06767455,0.16056657,0.042204633
ZJ018833,0.14250907,0.010218478,0.42770302,0.120019935,0.08674391,0.07716443,0.015639333,0.1200018
ZJ018834,0.17429094,0.10918373,0.3086498,0.007127887,0.058609616,0.039667416,0.23766461,0.06480597
ZJ018835,0.24325314,0.21159592,0.16863185,0.005118004,0.06909899,0.029989759,0.23487799,0.0374343
ZJ018836,0.2997883,0.13083585,0.203265,0.011694399,0.02571076,0.00958177,0.28336224,0.03576167
ZJ018837,0.097463556,0.15136096,0.26008463,0.0064124144,0.05580534,0.24154735,0.11253126,0.07479462
ZJ018838,0.062336184,0.033446085,0.36212394,0.0046133567,0.028840836,0.3821029,0.11564374,0.010892959
ZJ018839,0.30154556,0.06371568,0.2989887,0.030567747,0.04919578,0.032851726,0.13542713,0.087707624
ZJ018840,0.13354452,0.079663806,0.1440459,0.0015628028,0.0063654697,0.004308758,0.60365504,0.026853634
ZJ018841,0.16566929,0.08199172,0.34281215,0.0032456026,0.021731028,0.032227147,0.32854605,0.023777004
ZJ018842,0.49274275,0.20001538,0.089908615,0.008818334,0.04114531,0.006558513,0.10411695,0.056694195
ZJ018843,0.10961007,0.021366509,0.4407204,0.0059815026,0.117049664,0.19461143,0.07852591,0.03213444
ZJ018844,0.26352173,0.1302185,0.2809625,0.011520554,0.05802581,0.038073197,0.11411394,0.10356372
ZJ018845,0.0020413087,0.0046161963,0.024582047,0.0025239296,0.014831051,0.9434259,0.004304196,0.0036753702
ZJ018846,0.24274762,0.1664514,0.20736012,0.013756836,0.044060767,0.040060416,0.22265545,0.06290735
ZJ018847,0.4131581,0.15321627,0.12015126,0.006937811,0.068521306,0.016566915,0.15252693,0.06892135
ZJ018848,0.5167692,0.10536194,0.042126838,0.000923263,0.015207804,0.0015414412,0.305311,0.01275855
ZJ018849,0.17002739,0.061866898,0.25672373,0.02121805,0.22375174,0.15978858,0.065951325,0.040672254
ZJ018850,0.21076295,0.061368283,0.19427887,0.0017153864,0.017432507,0.021840166,0.48227215,0.01032966
ZJ018851,0.1439861,0.11602281,0.29039383,0.013428198,0.07684608,0.13603371,0.16386728,0.059421908
ZJ018852,0.10661582,0.088140324,0.24498655,0.019696085,0.07503635,0.24916464,0.17772788,0.038632356
ZJ018853,0.21321613,0.14504524,0.24124117,0.011870875,0.046824884,0.046274327,0.23471446,0.060813002
ZJ018854,0.43187484,0.19870073,0.051573638,0.007019299,0.030185454,0.0029097334,0.23806173,0.03967461
ZJ018855,0.39034486,0.068105265,0.26153606,0.014679171,0.102806196,0.04112712,0.045477595,0.07592369
ZJ018856,0.17831652,0.0104634985,0.10278379,0.4258214,0.11593516,0.014245147,0.004842471,0.14759205
ZJ018857,0.016632035,0.00569341,0.20625702,0.21211983,0.04463928,0.44457188,0.0026920002,0.06739458
ZJ018858,0.21986884,0.06324593,0.32827193,0.011029159,0.031971037,0.025829291,0.24808447,0.07169938
ZJ018859,0.22908467,0.1478207,0.06603694,0.00203735,0.0054264665,0.0016279111,0.52640355,0.02156234
ZJ018860,0.19799264,0.35229295,0.10532597,0.0038936206,0.018372195,0.009768101,0.26234302,0.050011486
ZJ018861,0.16159925,0.13278532,0.2954796,0.010658204,0.04521183,0.05795869,0.209184,0.087123014
ZJ018862,0.4356005,0.05244894,0.13115293,0.02481424,0.23452735,0.020582054,0.05166977,0.049204245
ZJ018863,0.17852098,0.084373124,0.15878367,0.0025143742,0.021273615,0.013201129,0.52326304,0.018070113
ZJ018864,0.30846253,0.049764127,0.16156211,0.02797996,0.017206298,0.005846152,0.061293367,0.3678854
ZJ018865,0.043818954,0.030158445,0.6208246,0.004917209,0.04699804,0.18462104,0.039552934,0.029108828
ZJ018866,0.17938206,0.026119957,0.25849158,0.30692473,0.0348746,0.039812583,0.023742605,0.13065186
ZJ018867,0.26040423,0.027286075,0.27681515,0.06163187,0.044754677,0.017141595,0.040261157,0.27170524
ZJ018868,0.026730418,0.037208863,0.11451462,0.0068218783,0.055446845,0.7103082,0.024435598,0.024533482
ZJ018869,0.18683381,0.10069509,0.246777,0.004117671,0.031345237,0.033843584,0.36829376,0.028093878
ZJ018870,0.717599,0.092596024,0.022495,0.00075597776,0.028645048,0.0010495887,0.12859309,0.008266235
ZJ018871,0.20733705,0.26532084,0.20032544,0.0047913995,0.046539284,0.045626234,0.20452286,0.025536817
ZJ018872,0.0802926,0.008456948,0.18422118,0.54546136,0.03686749,0.023794267,0.006310342,0.114595756
ZJ018873,7.0666225e-05,0.00019070876,0.0029251575,0.00039125353,0.0020729331,0.9941776,7.600142e-05,9.574881e-05
ZJ018874,0.3988669,0.06826303,0.08031838,0.0016430434,0.012202737,0.0021493796,0.4232164,0.013340074
ZJ018875,0.1900282,0.17281485,0.17957662,0.0020776591,0.008694505,0.003857163,0.39705613,0.045894954
ZJ018876,0.4829756,0.07796554,0.13795672,0.042055093,0.047259953,0.00744679,0.05566746,0.14867288
ZJ018877,0.4932702,0.1085247,0.042433385,0.0025626174,0.0419549,0.0032530895,0.29351395,0.014487139
ZJ018878,0.15291367,0.09785366,0.26901117,0.026279042,0.09475941,0.10588683,0.16953018,0.08376595
ZJ018879,0.35712776,0.35600552,0.06990863,0.0015105943,0.012428633,0.0016636001,0.14822957,0.053125706
ZJ018880,0.4009872,0.136856,0.16238011,0.010721631,0.023130102,0.0071173296,0.21773843,0.04106926
ZJ018881,0.25257814,0.06361248,0.32834995,0.030320756,0.060340952,0.06442064,0.12672096,0.07365616
ZJ018882,0.030991334,0.020346392,0.12240821,0.030564122,0.05563577,0.70407486,0.023198374,0.012780946
ZJ018883,0.015236752,0.014386658,0.049741108,0.02155406,0.0450462,0.8384276,0.011197225,0.0044103893
ZJ018884,0.39233154,0.06778976,0.15232307,0.069886394,0.04574703,0.025322916,0.2081001,0.0384992
ZJ018885,0.2595006,0.052650735,0.13777968,0.032825243,0.35705447,0.058581177,0.047380824,0.05422716
ZJ018886,0.30773953,0.02434138,0.15013982,0.15361004,0.15878983,0.029838601,0.023844305,0.15169656
ZJ018887,0.16661398,0.18748264,0.15866084,0.0040423144,0.012459525,0.011024354,0.38745627,0.07226006
ZJ018888,0.27579424,0.033704985,0.24929751,0.08352521,0.054976605,0.015252589,0.04192858,0.24552028
ZJ018889,0.15594226,0.11922476,0.17339042,0.0020144084,0.022171142,0.036523562,0.47732115,0.013412238
ZJ018890,0.0008059338,0.0017931798,0.0133542465,0.0008364628,0.010378831,0.9707619,0.0011387295,0.00093073404
ZJ018891,0.4681506,0.104330346,0.05442839,0.00089298864,0.019846117,0.002277375,0.33775768,0.012316476
ZJ018892,0.048786495,0.09003288,0.28726494,0.009557476,0.056185734,0.40922946,0.056511436,0.04243162
ZJ018893,0.28064772,0.13667437,0.20563588,0.007831217,0.021570183,0.008678078,0.20951995,0.12944256
ZJ018894,0.32460594,0.11889201,0.20073064,0.003860206,0.08878974,0.035329048,0.1825618,0.04523065
ZJ018895,0.20262973,0.026064964,0.3467394,0.13756728,0.0339402,0.036356244,0.024699856,0.1920024
ZJ018896,0.2860769,0.03973098,0.1585677,0.026781583,0.018181778,0.006226171,0.049341053,0.41509393
ZJ018897,0.20524745,0.02614354,0.18739028,0.18791652,0.060604427,0.016106717,0.018994067,0.29759696
